RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021
395130,881,"Sterling, CO",Msa,CO,,193886,198248,201183,204195,207412,210348,213587,216338,218873,220543,224177
394959,882,"Pampa, TX",Msa,TX,,98868,100860,101825,102925,103594,104544,105375,106312,106843,107242,
395241,883,"Yankton, SD",Msa,SD,,191237,194423,196248,197857,199770,201614,203555,205197,206265,206999,
395227,884,"Williston, ND",Msa,ND,277933,277597,277103,277272,278797,280274,281666,282354,283191,283801,285101,289308
394945,885,"Oskaloosa, IA",Msa,IA,122993,124441,125482,125919,126054,126781,127446,128328,129228,129894,130431,132103
394418,886,"Brookings, OR",Msa,OR,,370599,380033,385805,392589,399739,406663,411683,415763,419987,424196,433590
394687,887,"Hood River, OR",Msa,OR,,509736,521969,528418,536551,544761,552878,559214,565029,570292,576798,590403
394371,888,"Beatrice, NE",Msa,NE,116701,118467,120625,121930,123387,124707,125924,127071,128128,129046,129442,131323
394403,889,"Borger, TX",Msa,TX,,75192,76587,77065,77619,78196,78665,79053,79611,80150,80650,
395014,890,"Raymondville, TX",Msa,TX,72558,73660,75110,75695,76344,76940,77803,78570,79531,80421,81365,
394564,891,"Elk City, OK",Msa,OK,113890,113006,112318,113243,114343,117615,120554,123569,124131,124870,125244,
394656,892,"Grenada, MS",Msa,MS,98622,98697,98909,99120,99537,99872,100513,101667,102817,103511,103575,104065
394544,893,"Dumas, TX",Msa,TX,133980,136233,138965,140261,141666,142726,144084,145386,147019,148258,149214,
394676,894,"Helena, AR",Msa,AR,30507,30305,30612,30679,31030,31251,31549,31738,31942,32022,31974,
394965,895,"Parsons, KS",Msa,KS,56731,57393,58297,58885,59585,60271,61026,61680,62649,63747,64285,64780
395003,896,"Price, UT",Msa,UT,,167302,172757,176867,180230,183668,186463,189896,192887,195284,196762,200809
753914,897,"Port Lavaca, TX",Msa,TX,,157628,161090,162964,164784,166148,167601,169087,170917,172269,173269,
395239,898,"Worthington, MN",Msa,MN,143834,145622,147799,149419,151014,152542,154109,155863,157583,159296,160392,162590
394979,899,"Pierre, SD",Msa,SD,,226284,230499,232445,234011,235808,237509,239401,240860,242721,244248,
394578,900,"Evanston, WY",Msa,WY,215509,217924,220645,222615,224876,227331,229613,231649,233446,234944,236223,
394718,901,"Jamestown, ND",Msa,ND,170957,171666,172523,173390,174278,175184,176170,177154,178070,178959,179808,182275
395004,902,"Prineville, OR",Msa,OR,,313262,322108,327660,333222,338721,344047,348628,353057,357459,361690,370348
394659,905,"Guymon, OK",Msa,OK,108168,108781,110779,111837,112717,113579,114387,115344,116013,116329,116496,
395135,908,"Storm Lake, IA",Msa,IA,130050,130901,131948,132293,133257,134260,135205,136112,137328,138076,138741,140309
395236,909,"Woodward, OK",Msa,OK,111039,112194,113758,114822,115678,116517,117460,118237,118890,119480,120042,122367
394996,910,"Portales, NM",Msa,NM,106896,108527,110080,111186,111881,112493,112910,113270,113893,114335,115020,
394678,911,"Hereford, TX",Msa,TX,103036,105441,108196,109618,110416,111095,111976,113108,114240,114974,115369,
753908,913,"Othello, WA",Msa,WA,,215592,220876,224467,228066,231765,235294,238070,240646,243103,245148,248518
394805,914,"Los Alamos, NM",Msa,NM,338591,344063,350403,354200,357889,361434,365310,369337,372870,375472,377401,383184
394594,915,"Fitzgerald, GA",Msa,GA,82741,83722,84954,85639,86654,87705,88661,89250,89835,90253,90857,
394841,916,"Maysville, KY",Msa,KY,98775,100086,101520,102484,103633,104815,106071,107194,108097,108818,109366,111204
394342,918,"Atchison, KS",Msa,KS,100053,101408,103096,104277,105692,107085,108251,109720,110890,112022,112136,113068
395104,919,"Snyder, TX",Msa,TX,105074,106880,108973,110201,111408,112593,113368,113984,114381,114741,114954,
753880,920,"Fairfield, IA",Msa,IA,128882,130536,131821,132368,132692,133524,134122,134913,135855,136597,137174,138918
395111,921,"Spencer, IA",Msa,IA,135282,136869,138501,139542,140653,140740,140515,140109,141194,142251,143210,145075
395112,921,"Spirit Lake, IA",Msa,IA,250337,253654,257165,259322,261495,263711,265810,267830,270335,272318,274102,277919
753925,923,"Vineyard Haven, MA",Msa,MA,916445,931856,948522,960037,970772,983381,997529,1012330,1025786,1037246,1046286,1065694
753927,924,"Winnemucca, NV",Msa,NV,,255694,260781,263129,265081,268165,271520,274666,276918,278413,279493,
395142,925,"Sweetwater, TX",Msa,TX,81492,82690,82993,82833,82573,83572,84457,85188,85750,86063,86494,88072
394330,926,"Andrews, TX",Msa,TX,184103,187012,190654,192426,193864,195144,196964,199167,201143,201938,202297,
753929,927,"Zapata, TX",Msa,TX,100548,102027,103572,104419,105321,106378,107227,107957,108710,109259,109721,
395186,928,"Vermillion, SD",Msa,SD,192272,195662,199033,200777,202249,204470,206534,208614,210183,211364,212191,215247
394767,929,"Lamesa, TX",Msa,TX,80678,81809,83144,83440,83934,84374,85338,86452,87499,88422,88981,90535
753874,930,"Craig, CO",Msa,CO,,214570,219672,223477,226808,230257,233337,237027,240324,243306,244921,248330
394968,931,"Pecos, TX",Msa,TX,139164,141596,143849,145742,147919,149956,152410,157488,162244,166957,167995,170763
395188,932,"Vernon, TX",Msa,TX,,72330,73405,73778,74175,74851,75570,76186,76671,77011,77289,
394743,933,"Ketchikan, AK",Msa,AK,320746,322292,324385,326506,328671,330216,331780,333504,335732,337678,339236,
